Frameno_fix,lineno_fix,Tokenname_fix,tokens_id,gaze_X_fix,gaze_Y_fix,timestamp_fix_start,timestamp_fix_end,time_duration
100,0,blank,0,-12.9598,-63.6912333333,3782,3960,178
100,0,blank,0,-17.804625,-71.37825,3960,4081,121
100,3,displayList,13,61.6315833333,58.9543166667,4111,4292,181
100,0,blank,0,53.11165,-27.8834666667,4292,4475,183
100,0,blank,0,34.41085,-25.79885,4475,4659,184
100,0,blank,0,24.7494333333,-17.1211,4659,4844,185
100,1,Bubble,3,32.11375,7.7253,4844,5029,185
100,2,include,6,38.3317166667,26.6987833333,5029,5212,183
100,1,Bubble,3,29.9291666667,6.9498666667,5212,5303,91
100,0,blank,0,-45.2283333333,0.1094666667,5333,5514,181
100,0,blank,0,-23.997225,18.68205,5514,5634,120
100,0,blank,0,924.561,153.2643166667,5695,5884,189
100,0,blank,0,927.6362,158.88826,5884,6035,151
100,3,void,12,17.9187333333,49.1570166667,6127,6313,186
100,3,displayList,13,81.0414333333,56.8419666667,6313,6497,184
100,3,displayList,13,136.67135,51.99955,6497,6559,62
100,0,blank,0,-429,-105,6621,6646,25
100,0,blank,0,302.694,495.0964,6698,6723,25
100,0,blank,0,-429,-105,6922,7101,179
100,0,blank,0,-429,-105,7101,7207,106
100,3,displayList,13,101.788,58.0003,7246,7274,28
100,0,blank,0,42.1957833333,237.6827666667,7299,7486,187
100,0,blank,0,39.37788,241.71776,7486,7638,152
100,0,blank,0,710.6158333333,735.4224166667,7700,7890,190
100,0,blank,0,705.223,728.4961,7890,7923,33
100,0,blank,0,-429,-105,7953,8106,153
100,0,blank,0,-429,-105,8106,8303,197
100,0,blank,0,-429,-105,8303,8455,152
100,0,blank,0,-429,-105,8455,8587,132
100,0,blank,0,-429,-105,8587,8656,69
100,20,size,136,238.01458,434.5592,8836,8976,140
100,3,void,12,4.2529833333,56.0345833333,9009,9193,184
100,3,void,12,4.10715,50.73205,9193,9390,197
100,3,void,12,13.2833166667,55.10885,9390,9579,189
100,3,void,12,14.3800666667,48.8408,9579,9766,187
100,0,blank,0,-61.70205,24.5823166667,9766,9953,187
100,0,blank,0,-61.7616,18.04045,9953,10014,61
100,1,Bubble,3,47.1618,17.6651,10045,10232,187
100,1,Bubble,3,33.0120833333,19.4652166667,10232,10420,188
100,0,blank,0,-27.0715666667,40.7080333333,10420,10606,186
100,0,blank,0,-28.5478,41.27035,10606,10794,188
100,2,include,6,80.3770333333,30.9186833333,10794,10988,194
100,2,#,5,8.3351,39.4966333333,10988,11181,193
