Frameno_fix,lineno_fix,Tokenname_fix,tokens_id,gaze_X_fix,gaze_Y_fix,timestamp_fix_start,timestamp_fix_end,time_duration
100,0,blank,0,178.63655,-71.193475,3906,4056,150
100,0,blank,0,614.549,-5.7796,4112,4194,82
100,0,blank,0,-323,-105,4392,4538,146
100,0,blank,0,-323,-105,4538,4630,92
100,1,Number,13,435.9899,20.2153,4753,4936,183
100,0,blank,0,424.4897,-3.5693,4936,4961,25
100,0,blank,0,727.798,9.1884,5053,5258,205
100,0,blank,0,588.0428,-38.9889,5298,5465,167
100,0,blank,0,600.47,-17.7742,5465,5548,83
100,0,blank,0,140.4839,-6.4092,5664,5780,116
100,0,blank,0,-323,-105,5859,6055,196
100,0,blank,0,-323,-105,6055,6235,180
100,0,blank,0,-323,-105,6235,6414,179
100,0,blank,0,-323,-105,6414,6468,54
100,0,blank,0,-323,-105,6468,6849,381
100,0,blank,0,-323,-105,6849,7047,198
100,0,blank,0,-323,-105,7047,7242,195
100,0,blank,0,-323,-105,7242,7436,194
100,0,blank,0,-323,-105,7436,7545,109
100,0,blank,0,-323,-105,7545,7669,124
100,0,blank,0,-323,-105,7669,7865,196
100,0,blank,0,-323,-105,7865,8129,264
100,0,blank,0,106.2854,130.9671,8163,8194,31
100,7,"%d",41,124.4364,153.4342,8277,8332,55
100,4,main,24,72.6606,87.7988,8365,8429,64
100,0,blank,0,92.76425,112.645133333333,8502,8699,197
100,0,blank,0,112.67056,128.82776,8699,8873,174
100,0,blank,0,108.497975,117.614925,8873,9006,133
100,0,blank,0,-323,-105,9071,9177,106
100,7,scanf,39,91.7754,143.5203,9220,9271,51
100,7,scanf,39,83.4568166666667,140.532683333333,9338,9522,184
100,7,"%d",41,108.590033333333,136.575866666667,9522,9710,188
100,0,blank,0,149.519133333333,133.14525,9710,9895,185
100,6,s,33,164.535883333333,117.637916666667,9895,10085,190
100,6,0,35,210.680716666667,120.755933333333,10085,10273,188
100,0,blank,0,198.392833333333,119.512383333333,10273,10459,186
100,6,0,35,203.471325,120.925,10459,10586,127
100,0,blank,0,-323,-105,10644,10784,140
100,7,),45,192.316842857143,142.773528571429,10811,11005,194
100,6,s,33,167.74835,122.98555,11005,11197,192
100,0,blank,0,223.940916666667,124.4143,11197,11386,189
100,0,blank,0,252.627566666667,118.804783333333,11386,11573,187
100,0,blank,0,261.305616666667,117.537216666667,11573,11761,188
100,0,blank,0,261.545766666667,113.503966666667,11761,11854,93
100,8,;,60,147.284316666667,162.347433333333,11883,12067,184
100,0,blank,0,164.431766666667,191.564333333333,12067,12255,188
100,7,"%d",41,116.9643,150.852383333333,12255,12444,189
100,8,=,50,116.2076,164.1444,12444,12476,32
100,0,blank,0,-323,-105,12508,12674,166
100,0,blank,0,-323,-105,12674,12742,68
100,0,blank,0,-323,-105,12742,12942,200
100,0,blank,0,-323,-105,12942,13121,179
100,0,blank,0,157.615416666667,144.046766666667,13501,13690,189
100,0,blank,0,158.045916666667,142.62405,13690,13875,185
100,0,blank,0,193.1272,141.81775,13875,14060,185
100,0,blank,0,193.413816666667,139.22265,14060,14248,188
100,7,),45,186.51548,139.9837,14248,14419,171
100,7,n,44,178.909233333333,151.9609,14419,14532,113
100,0,blank,0,-323,-105,14989,15172,183
100,0,blank,0,-323,-105,15172,15361,189
100,0,blank,0,-323,-105,15361,15538,177
100,0,blank,0,-323,-105,15538,15735,197
100,0,blank,0,-323,-105,15735,15930,195
100,0,blank,0,-323,-105,15930,16104,174
100,0,blank,0,-323,-105,16104,16199,95
100,0,blank,0,-323,-105,16199,16377,178
100,0,blank,0,-323,-105,16377,16565,188
100,0,blank,0,-323,-105,16565,16732,167
100,0,blank,0,-323,-105,16732,16895,163
100,0,blank,0,-323,-105,16895,17052,157
100,0,blank,0,-323,-105,17052,17243,191
100,0,blank,0,-323,-105,17243,17402,159
100,0,blank,0,-323,-105,17402,17556,154
100,0,blank,0,-323,-105,17556,17733,177
100,0,blank,0,-323,-105,17733,17927,194
100,7,..,42,150.81225,144.328466666667,18074,18268,194
100,0,blank,0,157.812833333333,142.218216666667,18268,18464,196
100,0,blank,0,195.01286,133.05116,18464,18662,198
100,7,;,46,196.738266666667,140.6974,18662,18858,196
100,0,blank,0,206.845716666667,145.087566666667,18858,19053,195
100,0,blank,0,275.44918,149.13102,19122,19285,163
100,8,i,61,309.037183333333,157.855866666667,19315,19510,195
100,0,blank,0,319.932116666667,154.059583333333,19510,19702,192
100,0,blank,0,255.99578,160.39448,19702,19876,174
100,0,blank,0,299.783533333333,152.147966666667,19876,19983,107
100,0,blank,0,-323,-105,20380,20478,98
100,0,blank,0,-323,-105,20478,20627,149
100,0,blank,0,214.3914,142.295,21616,21774,158
100,8,n,56,224.39675,168.06965,21774,21897,123
100,0,blank,0,-323,-105,21932,22106,174
100,0,blank,0,-323,-105,22106,22220,114
100,0,blank,0,111.440575,164.9008,22447,22582,135
100,8,;,60,287.451016666667,171.564216666667,22614,22796,182
100,8,;,60,291.074075,165.184975,22796,22919,123
100,0,blank,0,158.069583333333,213.8372,23144,23331,187
100,0,blank,0,178.38005,206.197383333333,23331,23517,186
100,10,n,67,149.726216666667,214.388016666667,23517,23706,189
100,0,blank,0,135.6501,217.76195,23706,23767,61
100,0,blank,0,-323,-105,23830,23963,133
100,0,blank,0,182.0596,192.9146,24011,24070,59
100,0,blank,0,181.01435,223.4494,24136,24315,179
100,10,i,69,188.936183333333,207.252616666667,24315,24501,186
100,0,blank,0,164.34275,180.364733333333,24501,24688,187
100,0,blank,0,162.432916666667,163.388866666667,24688,24876,188
100,7,..,42,151.5996,143.3088,24876,25062,186
100,6,..,36,146.979116666667,129.399033333333,25062,25248,186
100,7,"%d",41,116.4481,142.832066666667,25248,25436,188
100,7,(,40,100.207766666667,142.952266666667,25436,25529,93
100,0,blank,0,-323,-105,25560,25696,136
100,0,blank,0,92.76705,106.23935,25722,25892,170
100,0,blank,0,118.3119,53.9548666666667,25892,26077,185
100,6,rem,31,140.019316666667,123.853866666667,26077,26263,186
100,8,;,60,147.649283333333,176.058983333333,26263,26445,182
100,7,"%d",41,130.761116666667,152.665766666667,26445,26629,184
100,6,rem,31,129.205466666667,132.037583333333,26629,26815,186
100,4,),26,94.13725,88.2013,26815,26914,99
100,7,"%d",41,118.8147,142.0312,26914,27031,117
100,6,..,36,145.6825,131.5954,27031,27230,199
100,0,blank,0,180.4068,129.8519,27230,27420,190
100,6,0,35,205.2143,130.501383333333,27420,27605,185
100,0,blank,0,-323,-105,27638,27803,165
100,0,blank,0,159.98514,177.57184,27835,27977,142
100,0,blank,0,186.0905,242.640466666667,28063,28243,180
100,11,0,75,163.329366666667,232.878466666667,28243,28423,180
100,0,blank,0,104.4804,250.3674,28423,28453,30
100,11,==,74,125.819725,225.169225,28516,28704,188
100,10,=,66,125.6764,220.10145,28704,28885,181
100,0,blank,0,-323,-105,28915,29110,195
100,0,blank,0,160.535666666667,217.187866666667,29136,29308,172
100,0,blank,0,176.198775,206.6256,29308,29430,122
100,0,blank,0,157.001825,203.702025,29491,29669,178
100,10,%,68,166.8886,209.8173,29756,29792,36
100,0,blank,0,-323,-105,29823,29980,157
100,11,),76,170.673566666667,231.924733333333,30081,30256,175
100,10,%,68,170.712133333333,220.002683333333,30256,30443,187
100,0,blank,0,174.9324,227.0855,30443,30472,29
100,0,blank,0,-323,-105,30534,30697,163
100,0,blank,0,-323,-105,30697,30735,38
100,0,blank,0,175.15485,246.975466666667,30761,30936,175
100,0,blank,0,202.780483333333,281.821033333333,30936,31124,188
100,0,blank,0,294.308933333333,349.524883333333,31124,31312,188
100,17,"EnteredNumberiscorrect",94,308.789266666667,359.7767,31312,31407,95
100,0,blank,0,171.18305,222.76875,31438,31628,190
100,0,blank,0,176.7445,219.852233333333,31628,31818,190
100,0,blank,0,165.867533333333,221.069916666667,31818,32008,190
100,10,=,66,133.864666666667,214.3798,32008,32198,190
100,10,i,69,186.154383333333,207.13685,32198,32388,190
100,0,blank,0,181.55045,231.99465,32388,32580,192
100,0,blank,0,161.3086,246.845175,32580,32707,127
100,0,blank,0,-323,-105,32771,32880,109
100,11,==,74,123.5573,241.7579,32906,32932,26
100,0,blank,0,149.45215,228.687166666667,32994,33184,190
100,0,blank,0,142.49725,221.43465,33184,33246,62
100,0,blank,0,288.844633333333,348.987266666667,33277,33469,192
100,0,blank,0,283.31995,354.54615,33469,33658,189
100,0,blank,0,192.450166666667,351.6472,33658,33752,94
100,0,blank,0,-323,-105,33784,33979,195
100,0,blank,0,-323,-105,33979,34161,182
100,0,blank,0,-323,-105,34161,34354,193
100,0,blank,0,-323,-105,34354,34551,197
100,0,blank,0,-323,-105,34551,34715,164
100,0,blank,0,-323,-105,34715,34792,77
100,0,blank,0,-323,-105,34792,35053,261
100,0,blank,0,-323,-105,35053,35308,255
100,0,blank,0,-323,-105,35308,35562,254
100,0,blank,0,-323,-105,35562,35746,184
100,0,blank,0,-323,-105,35746,35935,189
100,0,blank,0,-323,-105,35935,36114,179
100,0,blank,0,-323,-105,36114,36289,175
100,0,blank,0,-323,-105,36289,36433,144
100,0,blank,0,-323,-105,36433,36617,184
100,10,rem,65,103.3239,218.03645,36982,37154,172
100,10,n,67,151.15358,205.35684,37196,37391,195
100,0,blank,0,152.1979,200.339033333333,37391,37559,168
100,0,blank,0,-323,-105,38461,38616,155
100,0,blank,0,-323,-105,38616,38776,160
100,0,blank,0,-323,-105,38776,38969,193
100,0,blank,0,-323,-105,38969,39161,192
100,0,blank,0,-323,-105,39161,39277,116
100,0,blank,0,-323,-105,39277,39777,500
100,0,blank,0,-323,-105,39777,39963,186
100,0,blank,0,-323,-105,39963,40148,185
100,0,blank,0,-323,-105,40148,40330,182
100,0,blank,0,-323,-105,40330,40512,182
100,0,blank,0,-323,-105,40512,40691,179
100,0,blank,0,-323,-105,40691,40842,151
100,0,blank,0,-323,-105,40842,41069,227
100,0,blank,0,-323,-105,41069,41236,167
100,0,blank,0,-323,-105,41236,41508,272
100,0,blank,0,-323,-105,41508,41700,192
100,0,blank,0,-323,-105,41700,41793,93
100,0,blank,0,-323,-105,41793,41926,133
100,0,blank,0,-323,-105,41926,42124,198
100,0,blank,0,-323,-105,42124,42298,174
100,0,blank,0,-323,-105,42298,42446,148
100,0,blank,0,81.7886333333333,119.210933333333,42481,42612,131
100,8,1,58,133.359575,170.984375,42801,42957,156
100,0,blank,0,-323,-105,42992,43189,197
100,0,blank,0,-323,-105,43189,43365,176
100,0,blank,0,-323,-105,43365,43444,79
100,0,blank,0,135.9545,192.5201,43483,43660,177
100,0,blank,0,58.3030166666667,46.60625,43722,43908,186
100,1,Program,4,73.6542,16.3624333333333,43908,44001,93
100,0,blank,0,127.437875,179.3732,44033,44163,130
100,0,blank,0,-323,-105,44229,44395,166
100,0,blank,0,-323,-105,44395,44447,52
100,0,blank,0,163.7547,189.19458,44548,44726,178
100,0,blank,0,177.57165,187.7543,44726,44892,166
100,0,blank,0,159.7191,133.4476,44892,44928,36
