Frameno_fix,lineno_fix,Tokenname_fix,tokens_id,gaze_X_fix,gaze_Y_fix,timestamp_fix_start,timestamp_fix_end,time_duration
100,0,blank,0,103.379066666667,98.1748333333333,7464,7564,100
100,0,blank,0,199.3165,98.3613,7630,7773,143
100,0,blank,0,-350,-105,7864,7972,108
100,6,[,49,139.14255,129.3106,7999,8055,56
100,0,blank,0,134.14745,140.6792,8088,8155,67
100,0,blank,0,160.1381,65.3196,8254,8288,34
100,0,blank,0,187.376633333333,97.0801333333333,8355,8456,101
100,0,blank,0,210.0591,80.1246,8555,8590,35
100,0,blank,0,201.98714,95.29036,8656,8826,170
100,0,blank,0,191.3148,88.9831,8926,8961,35
100,0,blank,0,201.1002,88.2435,9028,9063,35
100,0,blank,0,127.63,99.9535,9267,9302,35
100,0,blank,0,135.05875,82.36775,9472,9541,69
100,0,blank,0,191.1121,101.9509,9575,9610,35
100,0,blank,0,204.555625,89.513175,9645,9784,139
100,0,blank,0,145.955275,87.649925,9955,10094,139
100,0,blank,0,150.23945,69.97475,10127,10196,69
100,0,blank,0,158.8498,70.8432,10267,10300,33
100,0,blank,0,170.8002,89.3157,10335,10371,36
100,8,"EntertheorderofthematrixA\n",72,158.3719,172.49305,10716,10784,68
100,8,"EntertheorderofthematrixA\n",72,163.2141,169.5593,10819,10853,34
100,0,blank,0,157.0429,282.0979,10886,10920,34
100,12,"EntertheelementsofmatrixA\n",104,139.3564,265.81325,10988,11056,68
100,0,blank,0,152.229,278.3438,11089,11124,35
100,12,"EntertheelementsofmatrixA\n",104,145.158675,248.277725,11157,11293,136
100,12,"EntertheelementsofmatrixA\n",104,147.09085,253.7803,11326,11394,68
100,0,blank,0,194.5553,457.70606,11495,11689,194
100,0,blank,0,196.66685,464.40395,11722,11789,67
100,11,"%d%d",93,136.0581,237.8582,12026,12061,35
100,11,"%d%d",93,150.395,241.0185,12095,12128,33
100,12,"EntertheelementsofmatrixA\n",104,236.2399,250.0033,12228,12263,35
100,12,"EntertheelementsofmatrixA\n",104,162.1055,246.7541,12362,12395,33
100,12,"EntertheelementsofmatrixA\n",104,182.5119,246.2893,12462,12529,67
100,12,"EntertheelementsofmatrixA\n",104,171.0034,260.8868,12620,12655,35
100,12,"EntertheelementsofmatrixA\n",104,246.645166666667,252.180066666667,12689,12789,100
100,10,"EntertheorderofthematrixB\n",88,234.2786,220.5994,12822,12857,35
100,8,"EntertheorderofthematrixA\n",72,160.677,169.2616,12922,12956,34
100,7,row1,58,152.4718,155.9469,12990,13023,33
100,8,"EntertheorderofthematrixA\n",72,164.2816,174.1496,13057,13090,33
100,8,"EntertheorderofthematrixA\n",72,134.9785,157.7905,13226,13261,35
100,0,blank,0,125.2948,108.69445,13294,13362,68
100,0,blank,0,133.3705,131.3755,13430,13455,25
100,9,"%d%d",77,110.5446,198.274,13750,13817,67
100,12,"EntertheelementsofmatrixA\n",104,115.22525,265.5227,13978,14043,65
100,11,scanf,91,82.5281,230.2626,14136,14170,34
100,12,"EntertheelementsofmatrixA\n",104,179.0124,256.1877,14236,14304,68
100,12,"EntertheelementsofmatrixA\n",104,165.1536,250.9174,14371,14405,34
100,11,row2,96,221.8123,228.9943,14639,14672,33
100,11,row2,96,208.5602,238.2004,14771,14804,33
100,11,row2,96,216.125966666667,243.9791,14837,14936,99
100,10,"EntertheorderofthematrixB\n",88,357.6577,211.6705,15061,15093,32
100,11,column2,99,320.5994,232.6729,15252,15317,65
100,11,column2,99,324.4028,233.167,15384,15417,33
100,0,blank,0,379.7174,222.0724,15509,15534,25
100,0,blank,0,376.4739,231.0132,15657,15689,32
100,0,blank,0,183.7117,291.2776,15821,15886,65
100,0,blank,0,162.8591,283.8904,15911,15944,33
100,13,row1,115,239.6843,277.0275,16075,16141,66
100,13,0,111,137.89314,271.07014,16371,16534,163
100,12,"EntertheelementsofmatrixA\n",104,125.394,264.1308,16794,16827,33
100,13,0,111,141.2596,267.3257,16859,16891,32
100,12,"EntertheelementsofmatrixA\n",104,223.2906,259.9929,16957,16989,32
100,12,"EntertheelementsofmatrixA\n",104,213.0762,257.6601,17023,17055,32
100,12,"EntertheelementsofmatrixA\n",104,167.783,265.2836,17316,17349,33
100,0,blank,0,245.1586,288.6094,17513,17546,33
100,12,"EntertheelementsofmatrixA\n",104,218.3172,264.4357,17710,17743,33
100,13,i,117,264.5182,272.495333333333,18006,18105,99
100,0,blank,0,168.5958,298.27425,18254,18318,64
100,13,i,117,172.1446,273.19295,18350,18415,65
100,12,"EntertheelementsofmatrixA\n",104,168.78275,257.2963,18709,18774,65
100,0,blank,0,197.3889,288.5622,19229,19254,25
100,13,++,118,285.75045,268.3584,19680,19745,65
100,13,i,117,268.1775,268.8435,19777,19810,33
100,13,row1,115,207.33,275.2763,20104,20136,32
100,0,blank,0,116.222,298.5906,20324,20357,33
100,0,blank,0,102.2511,299.8393,20422,20454,32
100,13,++,118,275.46735,276.52305,20780,20911,131
100,13,row1,115,205.325433333333,267.503566666667,21241,21338,97
100,0,blank,0,-350,-105,21437,21571,134
100,13,i,117,265.1453,278.9707,21693,21718,25
100,0,blank,0,343.1156,284.3809,22371,22403,32
100,0,blank,0,349.6633,276.638,22436,22468,32
100,0,blank,0,209.7695,289.3998,22566,22600,34
100,0,blank,0,129.0169,288.29745,22852,22919,67
100,0,blank,0,116.3421,298.7166,22982,23014,32
100,13,row1,115,214.3941,283.62,23178,23243,65
100,13,row1,115,229.6046,282.160033333333,23276,23374,98
100,13,++,118,278.068566666667,280.892333333333,23466,23647,181
100,12,"EntertheelementsofmatrixA\n",104,249.5866,265.6739,23812,23845,33
100,11,&,98,198.9885,232.39685,24515,24581,66
100,12,"EntertheelementsofmatrixA\n",104,208.4259,249.98,24646,24679,33
100,0,blank,0,144.732825,222.61015,24812,24943,131
100,11,"%d%d",93,137.2465,223.5409,25009,25043,34
100,10,"EntertheorderofthematrixB\n",88,150.1014,220.9731,25077,25110,33
100,12,"EntertheelementsofmatrixA\n",104,144.3473,247.3979,25176,25209,33
100,13,;,116,149.9881,282.064,25277,25342,65
100,13,0,111,141.431,279.309766666667,25377,25475,98
100,13,row1,115,217.39605,275.7698,25574,25641,67
100,0,blank,0,132.9791,274.9795,25674,25707,33
100,0,blank,0,125.5175,285.3887,25865,25896,31
100,0,blank,0,231.2204,291.522133333333,26120,26210,90
100,12,"EntertheelementsofmatrixA\n",104,307.15675,264.536,26242,26308,66
100,0,blank,0,312.69955,271.45445,26341,26407,66
100,0,blank,0,275.9633,288.9988,26505,26539,34
100,13,++,118,284.0767,280.3318,26571,26604,33
100,12,"EntertheelementsofmatrixA\n",104,405.5118,256.8658,26767,26800,33
100,0,blank,0,400.176,277.0392,26866,26964,98
100,13,),119,298.44894,276.7895,26997,27163,166
100,0,blank,0,189.2244,231.0036,27454,27487,33
100,11,&,98,194.7543,243.4001,27552,27585,33
100,11,comma,97,178.3331,231.9437,27651,27683,32
100,15,=,124,158.43465,326.539,27716,27781,65
100,0,blank,0,199.1311,282.9629,27880,27912,32
100,0,blank,0,182.78535,277.49605,27945,28011,66
100,13,;,116,246.941516666667,277.55705,28145,28342,197
100,13,row1,115,237.9393,285.9811,28408,28440,32
100,0,blank,0,242.31655,290.4611,28572,28663,91
101,0,blank,0,299.5074,270.17595,30152,30218,66
101,0,blank,0,368.6291,270.1976,30285,30318,33
101,0,blank,0,386.3249,272.7271,30354,30386,32
101,0,blank,0,369.7985,272.4824,30452,30486,34
101,0,blank,0,385.4064,295.4346,30684,30717,33
101,0,blank,0,359.8255,278.5472,30850,30883,33
101,0,blank,0,302.904,193.3662,30974,31007,33
101,0,blank,0,135.1382,226.9549,31141,31207,66
