Frameno_fix,lineno_fix,Tokenname_fix,tokens_id,gaze_X_fix,gaze_Y_fix,timestamp_fix_start,timestamp_fix_end,time_duration
100,0,blank,0,63.4656666666667,-80.0998666666667,5575,5757,182
100,0,blank,0,69.2684,-86.8043,5757,5846,89
100,1,accept,6,168.969633333333,11.7424,5905,6083,178
100,1,to,5,146.1193,22.6629,6083,6262,179
100,40,=,275,156.890366666667,15.0490333333333,6262,6352,90
100,1,matrices,8,339.2279,15.1337166666667,6382,6566,184
100,1,they,12,527.909366666667,21.4116,6593,6780,187
100,0,blank,0,639.96055,50.8995833333333,6780,6959,179
100,0,blank,0,666.667583333333,30.62725,6959,7137,178
100,0,blank,0,265.42988,-6.2494,7198,7348,150
100,0,blank,0,103.48685,-5.75808333333333,7379,7568,189
100,0,blank,0,62.2246,-6.91663333333334,7568,7661,93
100,0,blank,0,-323,-105,7692,7723,31
100,0,blank,0,359.6812,583.3208,7751,7777,26
100,0,blank,0,214.9444,-10.5644,7826,7995,169
100,0,blank,0,941.5156,19.59016,8057,8218,161
100,1,matrices,8,310.5138,12.3297666666667,8283,8469,186
100,0,blank,0,369.841383333333,-5.66665,8469,8656,187
100,0,blank,0,469.12745,-10.72715,8656,8840,184
100,0,blank,0,537.2837,-15.0982166666667,8840,9026,186
100,0,blank,0,608.25945,-6.551775,9026,9152,126
100,0,blank,0,1009.7,17.9468,9215,9280,65
100,0,blank,0,-323,-105,9344,9512,168
100,17,comma,138,226.33316,40.32172,9543,9685,142
100,0,blank,0,97.15376,-15.79228,9685,9874,189
100,0,blank,0,54.0617333333333,-19.7505666666667,9874,10069,195
100,0,blank,0,70.2719666666667,-11.4595666666667,10069,10261,192
100,0,blank,0,156.309616666667,-6.07793333333333,10261,10451,190
100,0,blank,0,176.591133333333,1.3366,10451,10637,186
100,1,matrices,8,278.994133333333,16.4593,10637,10825,188
100,0,blank,0,417.399466666667,1.8308,10825,11009,184
100,0,blank,0,467.490633333333,0.265683333333333,11009,11195,186
100,0,blank,0,513.32224,-4.9738,11195,11351,156
100,0,blank,0,287.605733333333,-10.47865,11382,11570,188
100,0,blank,0,228.235866666667,-1.46301666666667,11570,11758,188
100,0,blank,0,203.030633333333,-5.37636666666667,11758,11853,95
100,0,blank,0,-323,-105,11885,12072,187
100,0,blank,0,150.6247,-18.8769,12113,12164,51
100,0,blank,0,153.126866666667,-6.48216666666667,12224,12399,175
100,0,blank,0,158.061433333333,-13.8065833333333,12399,12587,188
100,0,blank,0,220.4242,-6.03205,12587,12773,186
100,0,blank,0,266.991433333333,-10.5837833333333,12773,12960,187
100,0,blank,0,343.206633333333,-11.1975333333333,12960,13143,183
100,0,blank,0,370.730116666667,-11.5878333333333,13143,13331,188
100,0,blank,0,412.324166666667,-1.65433333333333,13331,13518,187
100,0,blank,0,444.186283333333,-11.8218333333333,13518,13705,187
100,0,blank,0,455.383533333333,-6.64035,13705,13890,185
100,0,blank,0,484.329066666667,1.72255,13890,14075,185
100,0,blank,0,951.274,93.56465,14106,14296,190
100,0,blank,0,969.4385,111.157383333333,14296,14484,188
100,0,blank,0,975.849,113.605366666667,14484,14674,190
100,0,blank,0,975.025,103.072766666667,14674,14770,96
100,0,blank,0,598.2418,2.87393333333333,14802,14991,189
100,0,blank,0,547.85095,-4.9216,14991,15054,63
100,2,#,17,10.12435,33.8764,15117,15307,190
100,1,Program,4,61.2061,23.1689,15307,15399,92
100,0,blank,0,-323,-105,15430,15513,83
100,28,"MATRIXAis\n",202,183.7623,603.2225,15539,15565,26
100,1,*,15,21.8727166666667,9.24471666666667,15624,15817,193
100,1,/,16,6.91783333333334,15.4724333333333,15817,16001,184
100,1,/,16,9.82948333333333,11.22175,16001,16184,183
100,1,Program,4,91.5146333333333,21.1781833333333,16184,16366,182
100,1,Program,4,98.8634166666667,16.1335333333333,16366,16546,180
100,1,Program,4,102.4082,14.0578,16546,16730,184
100,1,Program,4,93.9788333333333,11.82405,16730,16913,183
100,1,Program,4,90.127,9.66705,16913,17095,182
100,0,blank,0,138.968633333333,-9.4411,17095,17282,187
100,8,printf,70,66.9327833333333,47.0478666666667,17282,17467,185
100,8,printf,70,57.4517166666667,45.8581833333333,17467,17654,187
100,2,stdio,20,110.1649,27.8163,17654,17838,184
100,2,include,18,21.2827833333333,34.9648833333333,17838,18021,183
100,2,include,18,22.1393,38.7979,18021,18205,184
100,0,blank,0,19.6669,47.0596,18205,18235,30
100,2,stdio,20,111.567966666667,40.6164666666667,18265,18447,182
100,3,<,26,100.933425,48.99785,18447,18570,123
100,0,blank,0,-323,-105,18600,18705,105
100,2,stdio,20,125.122883333333,33.7098833333333,18818,18990,172
100,2,stdio,20,137.7377,29.4660833333333,18990,19172,182
100,1,matrices,8,309.768916666667,5.94751666666667,19202,19384,182
100,0,blank,0,280.2705,-10.1382,19384,19414,30
100,1,Program,4,78.3578333333333,9.22306666666667,19445,19628,183
100,0,blank,0,93.9038666666667,-21.3203,19628,19719,91
100,0,blank,0,-323,-105,19805,19985,180
100,0,blank,0,-323,-105,19985,20165,180
100,0,blank,0,-323,-105,20165,20354,189
100,0,blank,0,-323,-105,20354,20480,126
100,0,blank,0,-323,-105,20480,20657,177
100,0,blank,0,-323,-105,20657,20833,176
100,0,blank,0,-323,-105,20833,21027,194
100,0,blank,0,-323,-105,21027,21198,171
100,0,blank,0,-323,-105,21198,21374,176
100,0,blank,0,-323,-105,21374,21564,190
100,0,blank,0,-323,-105,21564,21723,159
100,0,blank,0,416.991166666667,-10.6351666666667,21791,21985,194
100,0,blank,0,459.432883333333,-14.0238833333333,21985,22175,190
100,0,blank,0,435.889133333333,-11.21635,22175,22362,187
100,0,blank,0,427.92055,-12.577025,22362,22488,126
100,0,blank,0,-323,-105,22521,22578,57
100,0,blank,0,489.124683333333,-20.1284,22713,22896,183
100,0,blank,0,487.801616666667,-7.93731666666667,22896,23084,188
100,0,blank,0,469.0144,-21.0317833333333,23084,23270,186
100,0,blank,0,479.167333333333,-22.7831333333333,23270,23454,184
100,0,blank,0,521.17715,-12.3184333333333,23454,23641,187
100,0,blank,0,558.778816666667,-8.47578333333333,23641,23831,190
100,0,blank,0,538.519775,1.589075,23831,23957,126
100,0,blank,0,-323,-105,23989,24174,185
100,0,blank,0,-323,-105,24174,24362,188
100,0,blank,0,-323,-105,24362,24462,100
100,0,blank,0,288.481933333333,2.3017,24488,24567,79
100,0,blank,0,345.4055,-3.2997,24567,24785,218
100,0,blank,0,343.027033333333,-6.1151,24785,24861,76
100,0,blank,0,208.838033333333,-14.4923666666667,24893,25078,185
100,0,blank,0,210.0125,-14.44845,25078,25200,122
100,0,blank,0,-323,-105,25338,25518,180
100,0,blank,0,-323,-105,25518,25697,179
100,0,blank,0,-323,-105,25697,25890,193
100,0,blank,0,-323,-105,25890,26068,178
100,0,blank,0,-323,-105,26068,26259,191
100,0,blank,0,-323,-105,26259,26431,172
100,0,blank,0,-323,-105,26431,26606,175
100,0,blank,0,-323,-105,26606,26805,199
100,0,blank,0,-323,-105,26805,26992,187
100,0,blank,0,-323,-105,26992,27131,139
