Frameno_fix,lineno_fix,Tokenname_fix,tokens_id,gaze_X_fix,gaze_Y_fix,timestamp_fix_start,timestamp_fix_end,time_duration
100,0,blank,0,140.2055,-31.4023,4376,4408,32
100,0,blank,0,280.05388,202.29028,4477,4647,170
100,0,blank,0,244.04844,174.81158,4647,4816,169
100,7,stack,55,192.20946,140.48586,4816,4987,171
100,0,blank,0,195.9938,129.67036,4987,5158,171
100,0,blank,0,192.79368,117.39678,5158,5326,168
100,0,blank,0,177.0215,405.567866666667,5358,5458,100
100,1,expression,12,510.8335,17.20344,5524,5694,170
100,0,blank,0,514.1672,14.8276,5694,5864,170
100,1,expression,12,511.35865,19.00845,5864,5932,68
100,0,blank,0,718.2942,17.28066,5966,6150,184
100,0,blank,0,751.8866,14.4147,6150,6333,183
100,1,in,13,743.594,15.6632333333333,6333,6436,103
100,0,blank,0,-323,-105,6472,6662,190
100,0,blank,0,-323,-105,6662,6701,39
100,0,blank,0,206.7574,687.4588,6738,6790,52
100,0,blank,0,1024.3106,322.8408,6858,7036,178
100,0,blank,0,1029.8834,330.76336,7036,7204,168
100,0,blank,0,130.929233333333,91.8724833333333,7302,7500,198
100,0,blank,0,184.364716666667,71.48775,7500,7699,199
100,0,blank,0,202.93668,67.64266,7699,7870,171
100,0,blank,0,188.45685,72.393825,7870,8008,138
100,0,blank,0,-323,-105,8084,8268,184
100,0,blank,0,-323,-105,8268,8444,176
100,0,blank,0,-323,-105,8444,8633,189
100,0,blank,0,-323,-105,8633,8812,179
100,0,blank,0,-323,-105,8812,9004,192
100,0,blank,0,-323,-105,9004,9190,186
100,0,blank,0,-323,-105,9190,9352,162
100,0,blank,0,-323,-105,9352,9515,163
100,0,blank,0,-323,-105,9515,9583,68
100,0,blank,0,-323,-105,9583,9808,225
100,0,blank,0,-323,-105,9808,9997,189
100,0,blank,0,-323,-105,9997,10196,199
100,0,blank,0,-323,-105,10196,10357,161
100,0,blank,0,-323,-105,10357,10535,178
100,0,blank,0,-323,-105,10535,10714,179
100,0,blank,0,-323,-105,10714,10893,179
100,0,blank,0,-323,-105,10893,11069,176
100,0,blank,0,-323,-105,11069,11263,194
100,0,blank,0,-323,-105,11263,11445,182
100,0,blank,0,-323,-105,11445,11636,191
100,0,blank,0,-323,-105,11636,11794,158
100,0,blank,0,-323,-105,11794,12160,366
100,0,blank,0,-323,-105,12160,12415,255
100,0,blank,0,-323,-105,12415,12594,179
100,0,blank,0,-323,-105,12594,12793,199
100,0,blank,0,-323,-105,12793,12958,165
100,0,blank,0,-323,-105,12958,13132,174
100,0,blank,0,-323,-105,13132,13305,173
100,0,blank,0,-323,-105,13305,13498,193
100,0,blank,0,-323,-105,13498,13666,168
100,0,blank,0,-323,-105,13666,13840,174
100,0,blank,0,-323,-105,13840,14009,169
100,0,blank,0,-323,-105,14009,14178,169
100,0,blank,0,-323,-105,14178,14353,175
100,0,blank,0,-323,-105,14353,14529,176
100,0,blank,0,-323,-105,14529,14704,175
100,0,blank,0,-323,-105,14704,14885,181
100,0,blank,0,-323,-105,14885,15068,183
100,0,blank,0,-323,-105,15068,15245,177
100,0,blank,0,-323,-105,15245,15373,128
100,0,blank,0,-323,-105,15373,15509,136
100,0,blank,0,-323,-105,15509,15708,199
100,0,blank,0,-323,-105,15708,15858,150
100,0,blank,0,-323,-105,15858,16199,341
100,0,blank,0,-323,-105,16199,16333,134
100,0,blank,0,-323,-105,16333,16493,160
100,0,blank,0,-323,-105,16493,16655,162
100,0,blank,0,-323,-105,16655,17056,401
100,0,blank,0,-323,-105,17056,17238,182
100,0,blank,0,-323,-105,17238,17434,196
100,0,blank,0,-323,-105,17434,17534,100
100,0,blank,0,-323,-105,17534,17720,186
100,0,blank,0,-323,-105,17720,17890,170
100,0,blank,0,-323,-105,17890,18085,195
100,0,blank,0,-323,-105,18085,18250,165
100,0,blank,0,-323,-105,18250,18437,187
100,0,blank,0,-323,-105,18437,18610,173
100,0,blank,0,-323,-105,18610,18766,156
100,0,blank,0,-323,-105,18766,18932,166
100,0,blank,0,-323,-105,18932,19103,171
100,0,blank,0,-323,-105,19103,19295,192
100,0,blank,0,-323,-105,19295,19472,177
100,0,blank,0,-323,-105,19472,19649,177
100,0,blank,0,-323,-105,19649,19838,189
100,0,blank,0,-323,-105,19838,20016,178
100,0,blank,0,-323,-105,20016,20192,176
100,0,blank,0,-323,-105,20192,20388,196
100,0,blank,0,-323,-105,20388,20571,183
100,0,blank,0,-323,-105,20571,20757,186
100,0,blank,0,-323,-105,20757,20935,178
100,0,blank,0,-323,-105,20935,21127,192
100,0,blank,0,-323,-105,21127,21305,178
100,0,blank,0,-323,-105,21305,21476,171
100,0,blank,0,-323,-105,21476,21657,181
100,0,blank,0,-323,-105,21657,21821,164
100,0,blank,0,-323,-105,21821,22013,192
100,0,blank,0,-323,-105,22013,22189,176
100,0,blank,0,-323,-105,22189,22363,174
100,0,blank,0,-323,-105,22363,22530,167
100,0,blank,0,-323,-105,22530,22707,177
100,0,blank,0,-323,-105,22707,22905,198
100,0,blank,0,-323,-105,22905,22940,35
100,0,blank,0,-323,-105,22940,23291,351
100,0,blank,0,-323,-105,23291,23311,20
100,0,blank,0,-323,-105,23311,23634,323
100,0,blank,0,-323,-105,23634,23878,244
100,0,blank,0,-323,-105,23878,24057,179
100,0,blank,0,-323,-105,24057,24234,177
100,0,blank,0,-323,-105,24234,24417,183
100,0,blank,0,-323,-105,24417,24477,60
100,0,blank,0,-323,-105,24477,24657,180
100,0,blank,0,-323,-105,24657,24859,202
100,0,blank,0,-323,-105,24859,25155,296
100,0,blank,0,-323,-105,25155,25350,195
100,0,blank,0,-323,-105,25350,25548,198
100,0,blank,0,-323,-105,25548,25737,189
100,0,blank,0,-323,-105,25737,25934,197
100,0,blank,0,-323,-105,25934,26129,195
100,0,blank,0,-323,-105,26129,26288,159
100,0,blank,0,-323,-105,26288,26401,113
100,0,blank,0,-323,-105,26401,26509,108
100,0,blank,0,-323,-105,26509,26704,195
100,0,blank,0,-323,-105,26704,27100,396
100,0,blank,0,-323,-105,27100,27296,196
100,0,blank,0,-323,-105,27296,27475,179
100,0,blank,0,-323,-105,27475,27596,121
100,0,blank,0,-323,-105,27596,27718,122
100,0,blank,0,-323,-105,27718,27835,117
